Number,question,Annotated Class,Manual Annotation,class,Manual Check,Remarks,Number of empty annotations: 1
1876,where did the roma people come from?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LITERATURE,,,
1877,where did the san diego chargers originate?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",SPORTS,,,
1878,where did the seminole native americans live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",HUMAN,,,
1879,where did the tutsi come from?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1880,where did the welsh language originate from?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1881,where did theodore roosevelt live before he became president?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",ENTITY,,,
1882,where did timothy mcveigh go to prison?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,LOC,,
1883,where did toussaint louverture live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",COMPANY,,,
1884,where did trey songz go to high school?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",COMPANY,,,
1885,where did vietnam originate?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1886,where did vietnamese people originate from?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1887,where did wassily kandinsky work?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1888,where did woodrow wilson go to school?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",ENTITY,,,
1889,where do ba fly to from london city airport?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1890,where do baltimore ravens play?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,LOC,,
1891,where do cherry trees grow in the united states?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1892,where do cruises leave from in rome?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1893,where do guyanese people live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1894,where do haitian people come from?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",COMPANY,,,
1895,where do logan browning live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1896,where do most chinese live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1897,where do most immigrants in the united states come from today?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1898,where do most of the people in egypt live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1899,where do most of the people live in japan?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1900,where do navajo indians live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1901,where do samsung lions play?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1902,where do tasmanian devils live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LITERATURE,,,
1903,where do the baltimore ravens play?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1904,where do the chicago cubs play?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1905,where do the fla marlins play?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1906,where do the japanese live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1907,where do the kansas city chiefs play?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1908,where do the ny rangers play?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,LOC,,
1909,where do the san francisco giants play baseball?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1910,where do the san francisco giants play home games?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,LOC,,
1911,where do they grow rice in italy?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1912,where does allen iverson live now?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1913,where does asiana airlines fly to?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,LOC,,
1914,where does avril lavigne live now?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1915,where does ben stiller live in ny?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1916,where does bill richardson live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1917,where does bradley cooper live now?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1918,where does danish language come from?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1919,where does danny ainge live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1920,where does don king live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1921,where does drew gordon play?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",SPORTS,,,
1922,where does eddie bravo teach?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
1923,where does fabio aurelio play?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
1924,where does hector camacho live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1925,where does jackie french live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,LOC,,
1926,where does jason statham live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1927,where does kaka live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1928,where does kenya moore get her money?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",HUMAN,,,
1929,where does kyla ross live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1930,where does lala anthony live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1931,where does leland chapman live now?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1932,where does liz mcclarnon live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1933,where does luke skywalker live in star wars?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1934,where does manny pacquiao live?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
1935,where does mike leach coach?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",SPORTS,,,
